Total Calls,Total Internal Calls,Total Internal Call Time,Total External Calls,Total External Call Time,Total External Inbound  Calls,Total External Inbound Call Time,Total External Outbound Calls,Total External Outbound Call Time,Total External Connected Calls(Outbound),Total External Unconnected Calls(Outbound),Total International Calls,Total International Call Time,Total Call Time(VoIP),Total Call Time(Toll-Free)
1165,944,12:04:32,221,02:29:55,131,02:13:03,90,00:16:52,55,35,0,00:00:00,12:04:32,00:00:00
